userId,name,countryCode
366438,spr999,AU
365360,Bearnais,FR
387674,GreyAncestor,FR
387668,Bebopratus,FR
361694,CavemanDNA,US
140639,Lachx86,AU
330841,polpo,EG
382240,LadySerena,CA
64955,HardCoreDon,GB
349651,Doublestampsies,US
320223,_ezy_,AU
378405,Rusticscruffy,US
337440,SargeW,US
264417,Vritrasura,CZ
4972,I_Lose,US
150924,Alex1st,CA
376403,Nate8,US
333967,Biohazard22,NL
107346,dikson,MY
230348,digitaop,TH
318842,BekonoWich,KZ
383090,Chevalion,DE
88082,[BARf]TommieBommie,NL
388524,MM40,AT
368350,Stefan1156,AT
387685,BorysRogalla,PL
384158,Alexander1945,UY
269968,endor1817,DE
49722,Hedgehogzs,GB
141416,MrSwol,US
392970,Schattenkiller,DE
58280,Akuji,US
295480,PokerFace1246,DE
184231,EinBlatt,DE
384611,Mofy,DE
124156,Bannafrog,TH
308095,Vektek5434,US
148501,DONTPATTHECAT,TH
342031,TheDesertFox22,AU
378192,AngelIceheart,US
384109,rickymay2588,US
365383,TimmyT,US
290591,minou,FR
362073,Yenton,AU
326643,BadKArma1,AU
247979,FlyingTacos,FR
372455,Pythakorean,PH
188854,OpenNoob,DE
195124,Havsy,NZ
336776,thanhnd,VN
343377,rickcoder,CA
384254,Haymancay,AU
348501,RFID,US
373012,Wanuboi,FR
346124,Agginator,CA
382353,Garloken,CL
119145,[Ego],AU
159494,Guvnor,AU
320234,supasquid,AU
100514,wowasg,DE
122056,Rompy,NO
122464,TicklishTick,DE
12655,small,AU
123248,adam62085,US
97986,iloveshabu,PH
114276,Laudy,CZ
312440,RiskAddict,NL
242822,q11,CN
360862,SnOeN,DK
48963,Object416,US
232968,SonGoguz,DE
247558,BeanPerson,PH
29266,naast,FR
216499,spieriz,PL
59959,TheStrich,US
65194,MEISTER,US
195383,ElCaganer,US
369587,XxSalemxX,HR
191408,Spdplaya,GB
83866,TurkeyNugget,US
89685,Swervin,US
89684,phart,US
91081,Shockrateze,US
89690,tweakpre3,US
89687,Willy5233,US
137454,AreYouNotEntertained,CA
194442,bucketphobia,SA
89697,mistacheevez,US
86712,[AK47]Dovich25,US
386780,Mecha_Princess,US
78511,Unarmored,PH
392251,SmokeyTheBearTTV,US
376688,Tr8tor,AU
391157,Love_Wizz,BR
308329,IamWeirdandProud,US
320948,CazyRampage,US
393251,finleyyy,AT
392115,Able,US
328023,Excalibrate,US
271669,OgThunderShaft,US
375086,oldworldpainter,US
65118,Milkjunky,US
344865,Seddow,US
387082,Atmoose,US
199034,SuperSexyD,BE
130293,fellicisimus,RU
373267,NateCollapse,DE
362429,commander07,AT
96722,Copacetic,MY
160488,Irepssos,US
358232,LauWGOD,AR
47354,golem13,ES
393000,OGReckless,US
252507,[KILL]akumar6,US
323180,[Crd]ManHunter,SI
70311,PRO_BCTV,US
180415,[Crd]Warriot,PL
333442,[Crd]TheDirtyRag,US
197963,[DmE]C3BO,GB
113589,DankShaw,US
280358,MeowCatMeow,HR
345843,[Crd]Railside,CA
151665,RowanMorse,US
139750,TM_Sashkorin,??
341764,[Crd]nimb1emongoose,US
387826,Marte33,MX
57373,NoAvail,US
116975,[Crd]BalRockY,DK
57056,Gnoll,US
102184,1Mm0rTaL,??
136956,[TYL]Lampie,NL
184988,xbot3411,NL
352563,AspiringChampion,US
118564,[TYL]Tynoo,NL
62844,Plazma,PL
161994,[DmE]Cobalt,FR
34376,Syncix,TH
343736,Zimb00,FI
318219,HadesOLP,ZA
369214,JosefDafug,DE
371291,re4zz,DE
100792,Ev0lvEs,FR
79266,Moemoe,CH
232445,PUNISHER989,ZA
360703,Arastais,CA
312477,Jord1200,US
161775,[RUNTZ]pizzatime,US
242019,Techbot,NL
375023,Plutonium,US
277843,thedragon07,US
85369,Altf4_ubivator,RU
134499,Mikatsuki,??
53682,Fiddler112,NL
173760,TM_Greeko,DE
371471,Errorovich,FR
121238,[NUKEM]irishparnells,US
199416,MightBeToxic,CA
125235,CupOfJoe,US
352634,vX_Serberus_Xv,US
331910,Feedz,US
121252,TwitterBird,US
332724,Asrathi,US
121234,Timhooligan,US
357920,storms2000,US
177578,UnM0le,IN
304557,Arthoro,US
39812,grizzly,US
221422,[Grump]duke_of_gloat,AU
2731,zaidka,CA
4590,starcraftman,US
388788,MixalisPu,GR
389673,captaifoxy32,GR
368092,Obsidianwanderer,US
357597,Pandaass,AU
392374,ButtEaterPvP,CZ
376642,MoRaNaPhaPH,TH
392168,RaGingTomaTo12_,MY
391906,RaisinJuice,US
138973,LegionMC,AU
15449,TehAnnihilaterer,US
380729,bigakp,TH
363182,CNParker,AU
66589,YourHonor,NO
191677,No_Air,US
373316,bkk4545,US
265804,Baazz,IL
356099,UwUwrld,AU
45597,Jess3D,FR
